idsolicitud,total_activo,total_pasivo,patrimonio,fecha
"000043104","0.00","0.00","0.00","2024-05-07"
"000043105","7000.00","0.00","7000.00","2023-04-27"
"000043106","10810.00","0.00","10810.00","2024-05-07"
"000043107","8130.00","0.00","8130.00","2023-09-14"
"000043108","3450.00","0.00","3450.00","2023-07-13"
"000043109","620.00","0.00","620.00","2022-06-21"
"000043110","5690.00","0.00","5690.00","2023-02-08"
"000043111","700.00","0.00","700.00","2022-03-11"
"000043112","7050.00","0.00","7050.00","2024-03-25"
"000043113","2110.00","0.00","2110.00","2023-11-29"
"000043114","10100.00","0.00","10100.00","2023-07-19"
"000043115","4650.00","14.62","4635.38","2023-02-08"
"000043116","6050.00","0.00","6050.00","2024-05-07"
"000043117","24500.00","1090.00","23410.00","2018-09-12"
"000043118","22100.00","0.00","22100.00","2022-11-26"
"000043119","26710.00","533.70","26176.30","2024-03-12"
"000043120","38500.00","0.00","38500.00","2024-02-27"
"000043121","6850.00","0.00","6850.00","2023-11-08"
"000043122","83500.00","0.00","83500.00","2018-03-02"
"000043123","11400.00","4000.00","7400.00","2024-05-07"
"000043124","1100.00","350.00","750.00","2023-11-30"
"000043125","10250.00","4000.00","6250.00","2023-12-12"
"000043126","50.00","0.00","50.00","2024-05-07"
"000043127","16960.00","15680.00","1280.00","2023-08-04"
"000043128","19660.00","0.00","19660.00","2024-05-08"
"000043129","4850.00","4000.00","850.00","2024-05-08"
"000043130","7000.00","1700.00","5300.00","2023-10-20"
"000043131","4850.00","0.00","4850.00","2024-05-08"
"000043132","5000.00","1000.00","4000.00","2024-02-09"
"000043133","10.00","0.00","10.00","2024-02-29"
"000043134","2000.00","0.00","2000.00","2024-04-01"
"000043135","10.00","0.00","10.00","2023-11-11"
"000043136","7750.00","1000.00","6750.00","2022-08-31"
"000043137","1080.00","0.00","1080.00","2022-11-24"
"000043138","8050.00","0.00","8050.00","2024-02-28"
"000043139","11200.00","510.00","10690.00","2024-05-08"
"000043140","640.00","0.00","640.00","2024-04-05"
"000043141","9500.00","0.00","9500.00","2019-06-28"
"000043142","2200.00","0.00","2200.00","2023-03-28"
"000043143","0.00","0.00","0.00","2024-05-08"
"000043144","6120.00","0.00","6120.00","2024-05-08"
"000043145","10050.00","0.00","10050.00","2023-12-05"
"000043146","0.00","0.00","0.00","2024-05-08"
"000043147","2700.00","0.00","2700.00","2024-03-18"
"000043148","5580.00","0.00","5580.00","2024-01-17"
"000043149","4085.00","0.00","4085.00","2023-05-10"
"000043150","30400.00","0.00","30400.00","2024-02-17"
"000043151","2050.00","0.00","2050.00","2021-05-18"
"000043152","4200.00","300.00","3900.00","2022-10-26"
"000043153","9800.00","0.00","9800.00","2024-05-08"
"000043154","4850.00","4000.00","850.00","2024-05-08"
"000043155","46900.00","0.00","46900.00","2024-05-08"
"000043156","200.00","0.00","200.00","2024-05-02"
"000043157","46900.00","0.00","46900.00","2024-05-08"
"000043158","8100.00","0.00","8100.00","2023-08-26"
"000043159","2370.00","13066.00","-10696.00","2024-05-08"
"000043160","730.00","0.00","730.00","2024-02-16"
"000043161","4320.00","0.00","4320.00","2024-01-05"
"000043162","14080.00","0.00","14080.00","2023-06-13"
"000043163","33000.00","0.00","33000.00","2024-05-08"
"000043164","7550.00","0.00","7550.00","2023-08-29"
"000043165","7900.00","0.00","7900.00","2024-01-05"
"000043166","1.00","0.00","1.00","2023-12-29"
"000043167","11120.00","0.00","11120.00","2023-12-29"
"000043168","3200.00","0.00","3200.00","2022-09-12"
"000043170","2000.00","0.00","2000.00","2022-11-25"
"000043171","10.00","0.00","10.00","2023-02-17"
"000043172","5650.00","0.00","5650.00","2024-05-09"
"000043173","45080.00","108712.00","-63632.00","2024-01-09"
"000043174","79300.00","600.00","78700.00","2024-03-18"
"000043175","1400.00","0.00","1400.00","2024-05-09"
"000043176","19670.00","8000.00","11670.00","2023-06-15"
"000043177","2110.00","0.00","2110.00","2024-05-09"
"000043178","13730.00","0.00","13730.00","2024-05-09"
"000043179","2080.00","0.00","2080.00","2024-05-09"
"000043180","8900.00","9000.00","-100.00","2024-05-09"
"000043181","7450.00","0.00","7450.00","2023-04-04"
"000043182","73050.00","4761.80","68288.20","2020-03-13"
"000043183","1100.00","0.00","1100.00","2024-02-23"
"000043184","850.00","0.00","850.00","2024-05-09"
"000043185","83900.00","163900.00","-80000.00","2023-06-30"
"000043186","18090.00","0.00","18090.00","2024-04-01"
"000043187","2860.00","5127.00","-2267.00","2023-08-15"
"000043188","1.00","0.00","1.00","2024-01-17"
"000043189","760.00","0.00","760.00","2024-04-24"
"000043190","4600.00","0.00","4600.00","2021-11-12"
"000043191","3930.00","0.00","3930.00","2024-05-09"
"000043192","13110.00","0.00","13110.00","2023-01-17"
"000043193","42250.00","0.00","42250.00","2024-05-10"
"000043194","1.00","0.00","1.00","2024-03-27"
"000043195","10.00","0.00","10.00","2023-07-18"
"000043196","10060.00","0.00","10060.00","2024-02-09"
"000043197","18400.00","562.00","17838.00","2023-02-13"
"000043198","5150.00","11531.00","-6381.00","2023-09-12"
"000043199","7070.00","0.00","7070.00","2024-05-10"
"000043200","6400.00","0.00","6400.00","2024-05-10"
"000043201","60.00","0.00","60.00","2024-02-16"
"000043202","10.00","0.00","10.00","2023-05-03"
"000043203","15400.00","0.00","15400.00","2024-02-29"
"000043204","13800.00","0.00","13800.00","2024-01-30"
"000043205","24600.00","0.00","24600.00","2023-03-20"
"000043206","10620.00","0.00","10620.00","2023-11-08"
"000043207","23150.00","0.00","23150.00","2023-11-30"
"000043208","40.00","0.00","40.00","2022-08-02"
"000043209","2890.00","0.00","2890.00","2023-08-10"
"000043210","5050.00","0.00","5050.00","2024-05-10"
"000043211","5050.00","0.00","5050.00","2024-02-20"
"000043212","13080.00","0.00","13080.00","2023-12-20"
"000043213","33350.00","0.00","33350.00","2024-04-29"
"000043214","30240.00","0.00","30240.00","2024-04-12"
"000043215","3400.00","0.00","3400.00","2024-03-12"
"000043216","20150.00","0.00","20150.00","2023-12-14"
"000043217","6200.00","0.00","6200.00","2022-08-04"
"000043218","4250.00","0.00","4250.00","2024-05-10"
"000043219","4150.00","4292.00","-142.00","2024-05-11"
"000043220","1.00","0.00","1.00","2024-01-26"
"000043221","13940.00","0.00","13940.00","2024-04-09"
"000043222","225000.00","0.00","225000.00","2023-11-30"
"000043223","3460.00","0.00","3460.00","2024-02-06"
"000043224","8000.00","0.00","8000.00","2024-04-26"
"000043225","2060.00","500.00","1560.00","2024-04-20"
"000043226","22550.00","0.00","22550.00","2023-09-30"
"000043227","2200.00","0.00","2200.00","2023-12-18"
"000043228","3500.00","0.00","3500.00","2024-03-16"
"000043229","3115.00","0.00","3115.00","2022-11-25"
"000043230","1750.00","0.00","1750.00","2020-11-19"
"000043231","9080.00","0.00","9080.00","2024-03-08"
"000043232","10040.00","0.00","10040.00","2023-01-06"
"000043233","20500.00","0.00","20500.00","2024-05-11"
"000043234","1700.00","6287.00","-4587.00","2023-02-24"
"000043235","1010.00","0.00","1010.00","2024-05-11"
"000043236","38200.00","0.00","38200.00","2024-05-11"
"000043237","100.00","0.00","100.00","2024-05-11"
"000043238","10.00","0.00","10.00","2024-02-26"
"000043239","36700.00","45000.00","-8300.00","2024-02-26"
"000043240","5410.00","0.00","5410.00","2024-05-11"
"000043241","1780.00","0.00","1780.00","2024-05-11"
"000043242","4120.00","0.00","4120.00","2024-05-11"
"000043243","930.00","0.00","930.00","2024-04-26"
"000043244","4110.00","298.20","3811.80","2024-01-12"
"000043245","7800.00","6000.00","1800.00","2023-03-07"
"000043246","6500.00","0.00","6500.00","2022-02-10"
"000043247","780.00","0.00","780.00","2020-11-06"
"000043248","27200.00","55900.00","-28700.00","2024-02-09"
"000043249","11350.00","4000.00","7350.00","2022-08-31"
"000043250","3060.00","0.00","3060.00","2023-05-22"
"000043251","8350.00","0.00","8350.00","2024-03-25"
"000043252","2119.00","0.00","2119.00","2023-11-08"
"000043253","4070.00","0.00","4070.00","2024-02-17"
"000043254","850.00","20000.00","-19150.00","2023-09-30"
"000043255","12064.00","0.00","12064.00","2024-01-18"
"000043256","11090.00","0.00","11090.00","2023-12-07"
"000043257","1295.00","0.00","1295.00","2024-03-11"
"000043258","100.00","0.00","100.00","2024-04-27"
"000043259","1310.00","0.00","1310.00","2024-01-24"
"000043260","320.00","2700.00","-2380.00","2023-10-31"
"000043261","700.00","857.00","-157.00","2021-05-06"
"000043262","0.00","0.00","0.00","2021-12-20"
"000043263","2840.00","0.00","2840.00","2023-11-10"
"000043264","238300.00","200906.00","37394.00","2024-04-17"
"000043265","5500.00","0.00","5500.00","2024-04-22"
"000043266","9500.00","5000.00","4500.00","2024-05-13"
"000043267","660.00","0.00","660.00","2024-05-13"
"000043268","5090.00","0.00","5090.00","2023-12-12"
"000043269","5045.00","0.00","5045.00","2022-11-30"
"000043270","4200.00","300.00","3900.00","2022-10-26"
"000043271","12060.00","0.00","12060.00","2024-05-13"
"000043272","1.00","0.00","1.00","2023-02-20"
"000043273","13068.00","0.00","13068.00","2023-10-05"
"000043274","24500.00","0.00","24500.00","2024-04-12"
"000043275","12700.00","1646.00","11054.00","2024-05-13"
"000043276","30200.00","17638.00","12562.00","2023-09-27"
"000043277","3580.00","0.00","3580.00","2024-02-07"
"000043278","18250.00","0.00","18250.00","2023-12-15"
"000043279","20300.00","70666.00","-50366.00","2024-02-28"
"000043280","15050.00","0.00","15050.00","2023-07-14"
"000043281","350.00","0.00","350.00","2024-05-13"
"000043282","10000.00","80940.00","-70940.00","2024-05-14"
"000043283","10200.00","0.00","10200.00","2023-08-23"
"000043284","4110.00","0.00","4110.00","2024-01-10"
"000043285","13570.00","1810.00","11760.00","2024-02-14"
"000043286","1500.00","0.00","1500.00","2019-06-12"
"000043287","6250.00","3910.00","2340.00","2023-07-17"
"000043288","1.00","0.00","1.00","2024-03-27"
"000043289","10.00","0.00","10.00","2023-07-10"
"000043290","9750.00","0.00","9750.00","2023-05-22"
"000043291","3300.00","0.00","3300.00","2024-05-14"
"000043292","10.00","0.00","10.00","2023-07-08"
"000043293","2150.00","0.00","2150.00","2024-03-06"
"000043294","42250.00","0.00","42250.00","2024-05-14"
"000043295","46900.00","0.00","46900.00","2024-05-14"
"000043296","46900.00","0.00","46900.00","2024-05-14"
"000043297","10800.00","0.00","10800.00","2024-04-17"
"000043298","9800.00","0.00","9800.00","2024-05-14"
"000043299","5800.00","0.00","5800.00","2024-05-14"
"000043300","4180.00","0.00","4180.00","2024-05-14"
"000043301","6580.00","3000.00","3580.00","2024-05-14"
"000043302","9500.00","0.00","9500.00","2023-10-31"
"000043303","6050.00","0.00","6050.00","2024-05-14"
"000043304","995.00","0.00","995.00","2022-02-10"
"000043305","81900.00","14000.00","67900.00","2024-05-14"
"000043306","19500.00","0.00","19500.00","2024-02-16"
"000043307","530.00","0.00","530.00","2023-05-15"
"000043308","30000.00","30500.00","-500.00","2024-04-15"
"000043309","18200.00","0.00","18200.00","2024-05-14"
"000043310","430.00","4150.00","-3720.00","2023-10-14"
"000043311","430.00","4150.00","-3720.00","2023-10-14"
"000043312","18000.00","0.00","18000.00","2024-01-15"
"000043313","8816.00","0.00","8816.00","2023-05-05"
"000043314","56260.00","0.00","56260.00","2023-03-02"
"000043315","9090.00","1200.00","7890.00","2022-09-12"
"000043316","40080.00","0.00","40080.00","2024-02-24"
"000043317","10300.00","0.00","10300.00","2023-04-29"
"000043318","6050.00","0.00","6050.00","2024-04-19"
"000043319","11400.00","4000.00","7400.00","2024-05-07"
"000043320","5080.00","0.00","5080.00","2023-09-29"
"000043321","16830.00","0.00","16830.00","2024-01-27"
"000043322","9400.00","3909.00","5491.00","2024-03-12"
"000043323","46900.00","0.00","46900.00","2024-05-14"
"000043324","8300.00","0.00","8300.00","2024-05-14"
"000043325","200.00","0.00","200.00","2018-05-08"
"000043326","46100.00","842.00","45258.00","2023-09-29"
"000043327","12700.00","1646.00","11054.00","2024-05-13"
"000043328","127999.99","34000.00","93999.99","2024-05-14"
"000043329","80.00","0.00","80.00","2020-06-09"
"000043330","29420.00","0.00","29420.00","2023-02-02"
"000043331","1420.00","0.00","1420.00","2024-05-14"
"000043332","50.00","0.00","50.00","2021-01-22"
"000043333","4430.00","0.00","4430.00","2023-11-24"
"000043334","100.00","0.00","100.00","2024-01-16"
"000043335","100.00","0.00","100.00","2024-05-15"
"000043336","9400.00","3909.00","5491.00","2024-03-12"
"000043337","6900.00","0.00","6900.00","2023-05-17"
"000043338","5930.00","0.00","5930.00","2024-05-15"
"000043339","3030.00","0.00","3030.00","2024-03-07"
"000043340","8500.00","0.00","8500.00","2022-03-01"
"000043341","1516.00","0.00","1516.00","2024-04-24"
"000043342","44000.00","0.00","44000.00","2024-05-15"
"000043343","6200.00","60000.00","-53800.00","2023-10-28"
"000043344","2910.00","0.00","2910.00","2024-04-30"
"000043345","1400.00","0.00","1400.00","2023-08-10"
"000043346","5300.00","0.00","5300.00","2024-02-03"
"000043347","12080.00","0.00","12080.00","2024-04-24"
"000043348","9200.00","500.00","8700.00","2023-04-17"
"000043349","2380.00","0.00","2380.00","2024-05-15"
"000043350","7000.00","0.00","7000.00","2024-05-15"
"000043351","7570.00","0.00","7570.00","2024-04-15"
"000043353","7570.00","0.00","7570.00","2024-04-15"
"000043354","2150.00","0.00","2150.00","2024-02-17"
"000043355","11130.00","4500.00","6630.00","2022-08-09"
"000043356","1280.00","0.00","1280.00","2019-09-17"
"000043357","10030.00","0.00","10030.00","2023-12-11"
"000043358","1.00","0.00","1.00","2024-01-26"
"000043359","10.00","0.00","10.00","2023-09-04"
"000043360","9090.00","1200.00","7890.00","2022-09-12"
"000043361","1320.00","0.00","1320.00","2024-01-18"
"000043362","11510.00","0.00","11510.00","2022-07-07"
"000043363","17780.00","0.00","17780.00","2023-10-13"
"000043364","10.00","0.00","10.00","2024-05-15"
"000043366","22060.00","12700.00","9360.00","2024-05-15"
"000043367","4780.00","0.00","4780.00","2024-05-15"
"000043368","86700.00","0.00","86700.00","2023-10-02"
"000043369","850.00","0.00","850.00","2022-01-28"
"000043370","1515.00","0.00","1515.00","2023-06-08"
"000043371","3150.00","3700.00","-550.00","2023-06-28"
"000043372","870.00","0.00","870.00","2024-05-16"
"000043373","20100.00","0.00","20100.00","2024-04-09"
"000043374","19430.00","134691.00","-115261.00","2023-09-22"
"000043375","10060.00","0.00","10060.00","2024-02-09"
"000043376","1400.00","0.00","1400.00","2022-02-14"
"000043377","8100.00","570.00","7530.00","2023-07-14"
"000043378","8060.00","0.00","8060.00","2024-05-16"
"000043379","6090.00","4900.00","1190.00","2023-07-13"
"000043380","15050.00","0.00","15050.00","2023-12-04"
"000043381","3660.00","0.00","3660.00","2024-05-16"
"000043384","24200.00","0.00","24200.00","2023-02-06"
"000043385","6150.00","0.00","6150.00","2024-04-26"
"000043386","10.00","0.00","10.00","2024-05-16"
"000043387","55000.00","1339.00","53661.00","2023-10-02"
"000043388","79300.00","600.00","78700.00","2024-05-16"
"000043389","26660.00","2189.00","24471.00","2024-04-26"
"000043390","4185.00","0.00","4185.00","2023-01-13"
"000043391","10.00","0.00","10.00","2024-02-16"
"000043392","43000.00","55752.00","-12752.00","2023-08-24"
"000043393","11100.00","0.00","11100.00","2024-05-16"
"000043394","6700.00","0.00","6700.00","2024-05-16"
"000043395","1380.00","20.00","1360.00","2024-05-16"
"000043396","6040.00","0.00","6040.00","2022-08-04"
"000043397","11190.00","0.00","11190.00","2023-09-11"
"000043398","6100.00","0.00","6100.00","2024-05-16"
"000043399","5300.00","0.00","5300.00","2022-12-06"
"000043400","1550.00","0.00","1550.00","2024-05-16"
"000043401","122000.00","0.00","122000.00","2024-04-19"
"000043402","82500.00","20000.00","62500.00","2023-03-04"
"000043403","6700.00","0.00","6700.00","2024-04-29"
"000043404","1400.00","0.00","1400.00","2022-01-22"
"000043405","4850.00","0.00","4850.00","2024-05-16"
"000043406","30950.00","0.00","30950.00","2024-01-17"
"000043407","14420.00","0.00","14420.00","2022-07-20"
"000043408","9950.00","0.00","9950.00","2024-03-09"
"000043409","10.00","0.00","10.00","2024-03-05"
"000043410","10950.00","35000.00","-24050.00","2023-02-23"
"000043411","9150.00","0.00","9150.00","2024-03-19"
"000043412","13800.00","42919.00","-29119.00","2023-05-12"
"000043413","1100.00","0.00","1100.00","2023-08-18"
"000043414","10300.00","0.00","10300.00","2023-04-29"
"000043415","18150.00","0.00","18150.00","2023-08-24"
"000043416","3990.00","0.00","3990.00","2022-04-08"
"000043417","600.00","0.00","600.00","2024-05-17"
"000043418","18450.00","0.00","18450.00","2022-11-25"
"000043419","5150.00","0.00","5150.00","2024-05-17"
"000043420","8620.00","1500.00","7120.00","2024-05-17"
"000043421","45120.00","16840.00","28280.00","2024-05-17"
"000043422","500.00","0.00","500.00","2024-04-24"
"000043423","7100.00","100.00","7000.00","2023-02-14"
"000043424","1052.00","0.00","1052.00","2022-04-25"
"000043425","1310.00","0.00","1310.00","2024-04-13"
"000043426","14050.00","0.00","14050.00","2024-03-26"
"000043427","5800.00","0.00","5800.00","2024-03-23"
"000043428","383.00","0.00","383.00","2023-09-15"
"000043429","1.00","0.00","1.00","2024-01-17"
"000043430","25200.00","0.00","25200.00","2018-12-31"
"000043431","1020.00","0.00","1020.00","2024-03-16"
"000043432","50.00","0.00","50.00","2023-12-21"
"000043433","2100.00","0.00","2100.00","2024-02-28"
"000043434","69200.00","42160.00","27040.00","2024-01-09"
"000043435","2720.00","2630.00","90.00","2024-03-05"
"000043436","6900.00","0.00","6900.00","2024-05-02"
"000043437","25080.00","0.00","25080.00","2023-10-31"
"000043438","1640.00","0.00","1640.00","2024-04-09"
"000043439","14580.00","0.00","14580.00","2024-01-25"
"000043440","15250.00","6779.00","8471.00","2024-05-17"
"000043441","900.00","0.00","900.00","2023-09-26"
"000043442","28500.00","0.00","28500.00","2024-05-17"
"000043443","28300.00","0.00","28300.00","2024-05-17"
"000043444","35750.00","68344.00","-32594.00","2024-01-17"
"000043445","19385.00","0.00","19385.00","2023-12-21"
"000043446","470.00","0.00","470.00","2022-03-01"
"000043447","61940.00","0.00","61940.00","2024-05-18"
"000043448","3280.00","0.00","3280.00","2022-09-21"
"000043449","7550.00","61856.00","-54306.00","2022-11-14"
"000043450","8180.00","0.00","8180.00","2024-04-27"
"000043451","42250.00","0.00","42250.00","2024-05-18"
"000043452","5220.00","0.00","5220.00","2024-05-18"
"000043453","530.00","0.00","530.00","2022-01-28"
"000043454","4900.00","0.00","4900.00","2022-08-31"
"000043455","9000.00","0.00","9000.00","2024-05-18"
"000043456","38930.00","0.00","38930.00","2024-04-18"
"000043457","40080.00","0.00","40080.00","2024-01-19"
"000043458","49600.00","0.00","49600.00","2024-05-20"
"000043459","10300.00","0.00","10300.00","2023-07-07"
"000043460","600.00","0.00","600.00","2024-04-16"
"000043461","11880.00","2150.00","9730.00","2024-04-27"
"000043462","8450.00","2000.00","6450.00","2023-02-17"
"000043463","470.00","0.00","470.00","2022-03-01"
"000043464","6100.00","0.00","6100.00","2020-08-14"
"000043465","200.00","0.00","200.00","2024-04-23"
"000043466","100.00","0.00","100.00","2021-02-18"
"000043467","46900.00","0.00","46900.00","2024-05-20"
"000043468","65940.00","66095.00","-155.00","2023-08-02"
"000043470","4850.00","0.00","4850.00","2023-07-12"
"000043471","42530.00","0.00","42530.00","2023-12-30"
"000043472","16000.00","0.00","16000.00","2024-05-20"
"000043473","3240.00","0.00","3240.00","2023-09-23"
"000043474","920.00","0.00","920.00","2023-02-03"
"000043475","14400.00","0.00","14400.00","2023-10-25"
"000043476","13000.00","0.00","13000.00","2022-03-10"
"000043477","5580.00","0.00","5580.00","2024-05-20"
"000043478","2750.00","0.00","2750.00","2024-05-20"
"000043479","5250.00","2178.00","3072.00","2024-03-08"
"000043480","18050.00","0.00","18050.00","2023-11-29"
"000043481","20800.00","0.00","20800.00","2021-08-20"
"000043482","20100.00","0.00","20100.00","2023-09-13"
"000043483","23200.00","0.00","23200.00","2024-04-19"
"000043484","1090.00","0.00","1090.00","2024-05-20"
"000043485","50.00","0.00","50.00","2023-12-05"
"000043486","4060.00","0.00","4060.00","2022-12-01"
"000043487","6850.00","0.00","6850.00","2023-11-13"
"000043488","23780.00","26532.00","-2752.00","2023-03-29"
"000043489","1730.00","0.00","1730.00","2024-04-23"
"000043490","3400.00","0.00","3400.00","2024-05-23"
"000043491","50.00","0.00","50.00","2023-06-07"
"000043492","30250.00","34782.00","-4532.00","2024-05-20"
"000043493","7650.00","0.00","7650.00","2023-03-27"
"000043494","7180.00","15729.00","-8549.00","2023-10-21"
"000043495","18500.00","0.00","18500.00","2023-07-26"
"000043496","23400.00","0.00","23400.00","2023-04-17"
"000043497","3180.00","0.00","3180.00","2024-05-20"
"000043498","29200.00","0.00","29200.00","2023-05-23"
"000043499","10960.00","0.00","10960.00","2023-08-28"
"000043500","31250.00","0.00","31250.00","2023-09-30"
"000043501","58800.00","0.00","58800.00","2023-10-11"
"000043502","28350.00","31119.00","-2769.00","2023-12-11"
"000043503","40750.00","4609.00","36141.00","2024-02-16"
"000043504","1030.00","0.00","1030.00","2023-10-02"
"000043505","1010.00","0.00","1010.00","2024-02-08"
"000043506","12350.00","0.00","12350.00","2023-02-09"
"000043507","0.00","0.00","0.00","2023-11-06"
"000043508","24900.00","0.00","24900.00","2024-04-18"
"000043510","13730.00","0.00","13730.00","2024-05-21"
"000043511","4100.00","0.00","4100.00","2024-01-02"
"000043512","106179.99","8725.00","97454.99","2022-11-25"
"000043513","45185.00","7053.00","38132.00","2020-02-24"
"000043514","16900.00","9620.00","7280.00","2024-05-21"
"000043515","12050.00","0.00","12050.00","2024-01-18"
"000043516","1150.00","0.00","1150.00","2023-04-28"
"000043517","15100.00","0.00","15100.00","2024-02-21"
"000043518","6750.00","0.00","6750.00","2021-12-16"
"000043519","1.00","0.00","1.00","2023-12-07"
"000043520","56400.00","0.00","56400.00","2023-11-27"
"000043521","0.00","0.00","0.00","2023-07-21"
"000043522","8250.00","0.00","8250.00","2024-03-07"
"000043523","18830.00","44500.00","-25670.00","2023-09-07"
"000043524","5000.00","1561.00","3439.00","2020-07-11"
"000043525","800.00","0.00","800.00","2023-02-23"
"000043526","80.00","0.00","80.00","2020-06-09"
"000043527","14200.00","0.00","14200.00","2023-11-13"
"000043528","3550.00","0.00","3550.00","2024-01-19"
"000043529","5480.00","0.00","5480.00","2024-05-21"
"000043530","4250.00","0.00","4250.00","2022-06-13"
"000043531","45200.00","1700.00","43500.00","2024-04-30"
"000043532","3500.00","0.00","3500.00","2024-03-16"
"000043533","19660.00","0.00","19660.00","2024-05-21"
"000043534","8050.00","0.00","8050.00","2023-11-30"
"000043535","15800.00","0.00","15800.00","2024-02-28"
"000043536","10.00","0.00","10.00","2023-08-31"
"000043537","4050.00","0.00","4050.00","2022-06-02"
"000043538","38260.00","0.00","38260.00","2024-04-24"
"000043539","42950.00","0.00","42950.00","2024-03-14"
"000043540","110199.99","99999.99","10200.00","2023-04-20"
"000043541","8350.00","0.00","8350.00","2024-03-25"
"000043542","13400.00","0.00","13400.00","2024-05-21"
"000043543","7050.00","0.00","7050.00","2024-05-21"
"000043544","3700.00","0.00","3700.00","2022-12-26"
"000043545","19400.00","0.00","19400.00","2024-05-21"
"000043546","12350.00","0.00","12350.00","2024-05-04"
"000043547","50.00","0.00","50.00","2024-01-06"
"000043548","7030.00","0.00","7030.00","2024-05-22"
"000043549","84600.00","31000.00","53600.00","2024-04-22"
"000043550","1110.00","0.00","1110.00","2024-05-22"
"000043551","1500.00","0.00","1500.00","2019-06-12"
"000043552","1750.00","379.26","1370.74","2024-04-25"
"000043553","42530.00","0.00","42530.00","2023-12-30"
"000043554","37300.00","0.00","37300.00","2024-04-29"
"000043555","15700.00","14500.00","1200.00","2024-05-22"
"000043556","8050.00","0.00","8050.00","2023-11-30"
"000043557","17900.00","0.00","17900.00","2023-04-04"
"000043558","40.00","0.00","40.00","2020-09-18"
"000043560","42240.00","0.00","42240.00","2024-01-17"
"000043561","16090.00","0.00","16090.00","2023-07-15"
"000043562","8900.00","0.00","8900.00","2024-05-22"
"000043563","3500.00","0.00","3500.00","2024-03-26"
"000043564","930.00","0.00","930.00","2024-04-26"
"000043565","1110.00","0.00","1110.00","2024-05-06"
"000043566","54200.00","0.00","54200.00","2022-09-15"
"000043567","10950.00","0.00","10950.00","2022-05-11"
"000043568","3820.00","0.00","3820.00","2023-01-24"
"000043569","45150.00","0.00","45150.00","2023-11-14"
"000043570","45150.00","0.00","45150.00","2023-11-14"
"000043571","16000.00","3500.00","12500.00","2022-06-02"
"000043572","29800.00","16700.00","13100.00","2024-01-30"
"000043573","50150.00","7820.00","42330.00","2023-05-30"
"000043574","4900.00","0.00","4900.00","2024-04-04"
"000043575","20715.00","0.00","20715.00","2022-02-28"
"000043576","6200.00","40.00","6160.00","2023-02-24"
"000043577","6200.00","40.00","6160.00","2023-02-24"
"000043578","13050.00","0.00","13050.00","2023-10-03"
"000043579","35300.00","0.00","35300.00","2021-07-09"
"000043580","900.00","0.00","900.00","2023-04-15"
"000043581","11200.00","0.00","11200.00","2023-07-06"
"000043582","11760.00","4000.00","7760.00","2023-03-17"
"000043583","10.00","0.00","10.00","2023-07-10"
"000043584","1830.00","0.00","1830.00","2023-08-16"
"000043585","16170.00","116262.00","-100092.00","2023-10-23"
"000043586","30.00","0.00","30.00","2020-11-28"
"000043587","60.00","0.00","60.00","2024-02-16"
"000043588","10060.00","0.00","10060.00","2024-02-15"
"000043589","3330.00","0.00","3330.00","2023-10-13"
"000043590","9175.00","0.00","9175.00","2023-11-17"
"000043591","2780.00","0.00","2780.00","2023-12-21"
"000043592","2300.00","0.00","2300.00","2024-05-23"
"000043593","24400.00","0.00","24400.00","2024-02-23"
"000043594","1.00","0.00","1.00","2024-01-26"
"000043595","6150.00","0.00","6150.00","2024-04-26"
"000043596","24400.00","0.00","24400.00","2024-02-23"
"000043597","3950.00","1700.00","2250.00","2024-04-26"
"000043598","5700.00","0.00","5700.00","2024-05-23"
"000043599","5450.00","4296.00","1154.00","2024-01-29"
"000043600","2910.00","0.00","2910.00","2024-04-30"
"000043601","800.00","0.00","800.00","2023-02-06"
"000043602","250.00","0.00","250.00","2023-02-03"
"000043603","21350.00","3200.00","18150.00","2024-05-23"
"000043604","24400.00","0.00","24400.00","2024-02-23"
"000043605","2240.00","19990.00","-17750.00","2023-11-07"
"000043606","18150.00","4635.00","13515.00","2024-01-16"
"000043607","38799.99","0.00","38799.99","2023-01-31"
"000043608","760.00","0.00","760.00","2024-04-24"
"000043609","70400.00","0.00","70400.00","2024-01-20"
"000043610","200.00","0.00","200.00","2024-05-23"
"000043611","45130.00","23838.00","21292.00","2023-09-18"
"000043612","1800.00","0.00","1800.00","2018-07-31"
"000043613","7110.00","0.00","7110.00","2022-10-28"
"000043614","2620.00","23900.00","-21280.00","2023-11-25"
"000043615","8400.00","30500.00","-22100.00","2023-10-23"
"000043616","6090.00","70.00","6020.00","2023-04-15"
"000043617","10200.00","0.00","10200.00","2022-11-23"
"000043618","350.00","0.00","350.00","2024-05-23"
"000043619","7050.00","2000.00","5050.00","2024-04-18"
"000043620","15000.00","3000.00","12000.00","2024-02-19"
"000043621","7110.00","0.00","7110.00","2022-10-28"
"000043622","3200.00","0.00","3200.00","2023-08-16"
"000043623","1050.00","0.00","1050.00","2024-04-05"
"000043624","5500.00","0.00","5500.00","2023-09-25"
"000043625","45200.00","0.00","45200.00","2023-10-17"
"000043626","7680.00","4245.00","3435.00","2023-10-16"
"000043627","50.00","0.00","50.00","2023-11-18"
"000043628","175.00","0.00","175.00","2024-03-04"
"000043629","18180.00","8521.00","9659.00","2023-10-11"
"000043630","7450.00","0.00","7450.00","2024-04-29"
